wdid,spectype,teff,Dteff,logg,Dlogg
Gaia DR3 2254109750177728384,DA,18901.0,1271.0,7.877,0.09
Gaia DR3 2254133222176798080,DZ,5942.0,180.0,8.275,0.06
Gaia DR3 2254189705288150400,DA,5161.0,170.0,8.014,0.093
Gaia DR3 2254404453653204736,DA,12850.0,233.0,8.074,0.015
Gaia DR3 2254455477864148864,DA,17778.0,1183.0,7.822,0.098
Gaia DR3 2254491834761914752,DA:,15462.0,1156.0,7.713,0.09
Gaia DR3 2254554640069006464,DA:,7522.0,405.0,8.31,0.103
Gaia DR3 2254590412856656000,DA,15020.0,707.0,7.876,0.058
Gaia DR3 2254619962230369408,DA,9603.0,369.0,7.284,0.123
Gaia DR3 2254635660331908864,DA,11845.0,419.0,8.006,0.051
Gaia DR3 2254729634217432832,DA,10063.0,460.0,7.902,0.106
Gaia DR3 2254790210435118336,DA,9906.0,198.0,7.681,0.041
Gaia DR3 225488050784395776,DZ:,4877.0,136.0,7.351,0.173
Gaia DR3 2254920644296909568,DA,9614.0,343.0,7.972,0.073
Gaia DR3 2254951361906254464,DA,14376.0,611.0,8.06,0.047
Gaia DR3 2255060793376172544,DA,14106.0,948.0,8.212,0.085
Gaia DR3 2255092095096932480,DA,22498.0,1974.0,7.89,0.119
Gaia DR3 2255123366754235776,DA,16761.0,1003.0,8.975,0.049
Gaia DR3 2255125217884609152,DB,12467.0,604.0,8.239,0.071
Gaia DR3 2255125217884610816,DA,10185.0,491.0,8.242,0.092
Gaia DR3 2255290114567501696,DA,13561.0,396.0,7.89,0.035
Gaia DR3 2255303549222862464,DA,21072.0,2282.0,8.292,0.126
Gaia DR3 2255352816791935744,DA:,7298.0,365.0,7.954,0.121
Gaia DR3 2255419165446010624,DB,18208.0,813.0,8.073,0.046
Gaia DR3 2255493421138981888,DA,13303.0,952.0,7.813,0.119
Gaia DR3 2255514651159359744,DC,11097.0,478.0,8.122,0.067
Gaia DR3 2255562926592151808,DQ:,5441.0,146.0,7.769,0.109
Gaia DR3 2255570210856670208,DA,7500.0,174.0,7.935,0.045
Gaia DR3 2255571825764400640,DA,9883.0,534.0,8.153,0.112
Gaia DR3 2255666486843233920,DA,14311.0,819.0,8.627,0.046
Gaia DR3 2255745651680561536,DA,12265.0,771.0,7.927,0.085
Gaia DR3 2255804887870032384,DA,7007.0,287.0,8.033,0.086
Gaia DR3 2255931645241401088,DA,,,,
Gaia DR3 2255954868127270272,DA,16195.0,937.0,8.359,0.055
Gaia DR3 2256103856249658752,DB,18585.0,2094.0,7.848,0.157
Gaia DR3 2256138177332028160,DA,10243.0,429.0,8.196,0.074
Gaia DR3 2256159995766038656,DA,13914.0,677.0,7.924,0.06
Gaia DR3 2256173739660121856,DA,6811.0,148.0,7.925,0.044
Gaia DR3 2256193432087675136,DA,14591.0,990.0,8.036,0.083
Gaia DR3 2256503013329946880,DA,12462.0,484.0,7.996,0.036
Gaia DR3 2256572656223486592,DA,12434.0,1005.0,7.896,0.103
Gaia DR3 2256672402543656704,DA,10505.0,565.0,7.985,0.105
Gaia DR3 2256828915449105024,DC:,8736.0,547.0,8.1,0.128
Gaia DR3 2256871482867546112,DA,11352.0,797.0,8.356,0.105
Gaia DR3 2256946627615557760,DA,9567.0,253.0,8.208,0.045
Gaia DR3 2257056857954497920,DA,9460.0,427.0,8.142,0.092
Gaia DR3 2257066032004639360,DA,5916.0,207.0,8.083,0.085
Gaia DR3 2257086682207273216,DA,12370.0,770.0,8.443,0.074
Gaia DR3 2257118426306990336,DA,11344.0,312.0,7.981,0.043
Gaia DR3 2257160418205453696,DA,10497.0,506.0,7.766,0.134
Gaia DR3 2257239132068493056,DA:,10536.0,398.0,8.529,0.061
Gaia DR3 2257245316820589568,DA,14147.0,651.0,8.481,0.041
Gaia DR3 2257295074018791936,DA,12186.0,254.0,8.115,0.019
Gaia DR3 2257345200581106816,DA,,,,
Gaia DR3 2257442438640351232,DA,11815.0,815.0,8.241,0.096
Gaia DR3 2257524940668800128,DA,11756.0,248.0,8.088,0.024
Gaia DR3 2257539436181434368,DA,11020.0,381.0,8.055,0.052
Gaia DR3 2257552016142327936,DA,9780.0,235.0,8.053,0.045
Gaia DR3 2257597508438411776,DA,10754.0,502.0,7.58,0.123
Gaia DR3 2257613966752340480,DA,6051.0,183.0,8.237,0.061
Gaia DR3 2257628432202171904,DA,12895.0,972.0,8.022,0.105
Gaia DR3 2257656229231293056,DA,18716.0,429.0,7.606,0.026
Gaia DR3 2257771811092226176,DA,11399.0,675.0,8.348,0.117
Gaia DR3 2257809709885858176,DA:,7440.0,405.0,8.111,0.125
Gaia DR3 2257823763016122496,DA,24754.0,1541.0,7.983,0.097
Gaia DR3 2257830738043045760,DA,7334.0,289.0,8.107,0.083
Gaia DR3 2257888393683939712,DA,13618.0,753.0,7.943,0.083
Gaia DR3 2258296965333340160,DA,9863.0,306.0,8.021,0.057
Gaia DR3 2258641799667241472,DA,21841.0,1523.0,8.076,0.077
Gaia DR3 2258709045970151808,DA,8491.0,249.0,8.065,0.054
Gaia DR3 2258723094808014080,DZ:,9199.0,330.0,8.04,0.056
Gaia DR3 2258728042610762496,DC:,9591.0,348.0,7.987,0.065
Gaia DR3 2258911111296406656,DA,5429.0,189.0,7.866,0.106
Gaia DR3 2259022230691431680,DA,26736.0,1967.0,8.013,0.112
Gaia DR3 2259035699707782784,DA,10337.0,336.0,7.488,0.083
Gaia DR3 2259073254901868288,DA,7212.0,316.0,8.126,0.09
Gaia DR3 2259160322479563008,DA,10411.0,157.0,8.053,0.024
Gaia DR3 2259262645780635776,DA,11328.0,567.0,7.779,0.091
Gaia DR3 2259351160762162432,DC,9379.0,432.0,7.528,0.106
Gaia DR3 2259455025955617280,DA,9143.0,346.0,8.069,0.073
Gaia DR3 2259455030251418112,DA,8674.0,309.0,7.985,0.072
Gaia DR3 2259587040366174976,DA,23320.0,1311.0,7.899,0.063
Gaia DR3 2259714137037055104,DA,7811.0,432.0,7.674,0.123
Gaia DR3 2259797317668399744,DA,7671.0,309.0,8.053,0.082
Gaia DR3 2259813677201048704,DA,10316.0,610.0,8.237,0.112
Gaia DR3 2259895517800615040,DA,10981.0,543.0,8.07,0.081
Gaia DR3 2260079136242631168,DA,10501.0,465.0,7.996,0.082
Gaia DR3 2260199532765996288,DA,15761.0,580.0,7.952,0.038
Gaia DR3 2260202659502683904,DA,10968.0,472.0,7.74,0.082
Gaia DR3 2260213139222926848,DA,6362.0,136.0,7.885,0.049
Gaia DR3 2260214376173469184,DA,8306.0,269.0,8.03,0.066
Gaia DR3 22602316934913280,DA,25104.0,1174.0,7.622,0.061
Gaia DR3 2260245849692998016,DA,19089.0,1583.0,8.313,0.092
Gaia DR3 2260254130389975936,DA,21654.0,1561.0,8.063,0.086
Gaia DR3 2260378203405776256,DB,19450.0,2247.0,8.04,0.127
Gaia DR3 2260432629231423744,DA,10754.0,134.0,7.971,0.019
Gaia DR3 2260437199076695936,DA,11345.0,534.0,7.828,0.072
Gaia DR3 2260445960809968000,DC,9495.0,357.0,8.173,0.063
Gaia DR3 2260556667886953344,DA,17391.0,736.0,7.96,0.045
Gaia DR3 2260566052391590400,DA,18036.0,629.0,7.881,0.036
Gaia DR3 2260771725488715904,DA,17492.0,1223.0,7.88,0.082
Gaia DR3 2260791276179841792,DA,15858.0,576.0,8.003,0.037
Gaia DR3 2260792169533041024,DA,14246.0,947.0,8.408,0.067
Gaia DR3 2260805780286092032,DA,16317.0,219.0,7.517,0.012
Gaia DR3 2260882157687883136,DA,7589.0,141.0,7.395,0.042
Gaia DR3 2260914627641719936,DA,10358.0,526.0,8.023,0.104
Gaia DR3 2261043034279878656,DA,8605.0,313.0,7.976,0.074
Gaia DR3 2261155180170338048,DB,16902.0,1628.0,8.049,0.122
Gaia DR3 2261161845959341312,DA,20350.0,1170.0,8.464,0.051
Gaia DR3 2261180095274601344,DA,14438.0,1091.0,7.674,0.111
Gaia DR3 2261194388927458560,DB,16129.0,1557.0,8.937,0.1
Gaia DR3 2261220601111555328,DA,13714.0,980.0,8.391,0.063
Gaia DR3 2261233730827816192,DA,17082.0,767.0,7.954,0.046
Gaia DR3 2261288805191825280,DA,7140.0,383.0,7.978,0.121
Gaia DR3 2261292412964439296,DA,17308.0,1012.0,7.96,0.06
Gaia DR3 2261476413659982976,DA,20099.0,1125.0,8.331,0.052
Gaia DR3 226155905316393856,DA,15929.0,361.0,7.897,0.03
Gaia DR3 2261711395614400512,DA,11931.0,290.0,8.365,0.026
Gaia DR3 2261744346603402496,DA:,4858.0,134.0,7.07,0.118
Gaia DR3 2261786299843675392,DA,11796.0,494.0,7.901,0.056
Gaia DR3 2261809836265545088,DB,18073.0,2531.0,8.881,0.145
Gaia DR3 2261899412102670336,DB,12818.0,949.0,7.913,0.128
Gaia DR3 2262057054581707008,DA,8288.0,273.0,8.069,0.063
Gaia DR3 2262189545733632512,DB,12187.0,575.0,8.052,0.067
Gaia DR3 2262289944889554176,DA:,5577.0,182.0,8.082,0.084
Gaia DR3 2262291559797263872,DA,,,,
Gaia DR3 2262304272900481280,DA,14672.0,584.0,8.037,0.042
Gaia DR3 2262397903186509952,DB,15810.0,1120.0,8.128,0.089
Gaia DR3 2262423260674083840,DZ,6341.0,221.0,7.995,0.066
Gaia DR3 2262435046064003328,DA,18043.0,982.0,8.075,0.055
Gaia DR3 2262457242455284480,DA,8855.0,294.0,7.736,0.073
Gaia DR3 226250596456795008,DA,10717.0,477.0,7.598,0.12
Gaia DR3 2262548811157874176,DA,14558.0,1039.0,7.853,0.099
Gaia DR3 2262587568942139904,DA,6924.0,286.0,7.368,0.113
Gaia DR3 2262736591422315392,DA,8974.0,265.0,7.388,0.062
Gaia DR3 2262752804924456320,DA,13276.0,537.0,8.06,0.039
Gaia DR3 2262764349795958784,DB:,22516.0,3632.0,7.459,0.066
Gaia DR3 2262779399362217856,DA,13410.0,667.0,8.419,0.033
Gaia DR3 2262977758131316480,DA,6370.0,253.0,8.28,0.082
Gaia DR3 2263020815179775616,DA,16408.0,289.0,7.986,0.016
Gaia DR3 2263188181463928064,DA,7264.0,242.0,7.983,0.07
Gaia DR3 2263280780958656128,DA,15262.0,950.0,8.034,0.064
Gaia DR3 2263373238720685824,DA,15301.0,295.0,8.073,0.018
Gaia DR3 2263385951823435392,DC:,6556.0,195.0,7.676,0.062
Gaia DR3 2263474703026900608,DA,11085.0,396.0,7.965,0.054
Gaia DR3 2263597504732405120,DB,16887.0,1414.0,8.095,0.103
Gaia DR3 226375670202343680,DA,20919.0,334.0,7.799,0.017
Gaia DR3 2263848330822361344,DA,10083.0,471.0,7.962,0.101
Gaia DR3 2263931245167387520,DA,7362.0,89.0,7.224,0.026
Gaia DR3 2263990305261475840,DA,17207.0,829.0,8.027,0.049
Gaia DR3 2264069160860470784,DB,15477.0,1545.0,8.212,0.134
Gaia DR3 2264092869080109568,DA,6472.0,190.0,7.956,0.065
Gaia DR3 2264184197264879360,DA,12596.0,684.0,7.967,0.052
Gaia DR3 2264253436432878976,DA,12906.0,532.0,8.414,0.032
Gaia DR3 2264255291858285056,DA,12144.0,471.0,8.095,0.04
Gaia DR3 2264368094881141248,DB,19490.0,1407.0,7.746,0.078
Gaia DR3 2264397502520265600,DA,5765.0,219.0,8.095,0.093
Gaia DR3 2264398533312440832,DB,14211.0,785.0,8.208,0.068
Gaia DR3 2264418736839366912,DA,11949.0,362.0,7.504,0.036
Gaia DR3 2264695818065605120,DA,12916.0,546.0,8.104,0.036
Gaia DR3 2265208323626694784,DA,21078.0,587.0,8.155,0.025
Gaia DR3 2265301335438101504,DA,22903.0,1951.0,7.913,0.119
Gaia DR3 2265642978613763072,DA,9312.0,86.0,7.225,0.018
Gaia DR3 2265712243550276864,DA,13424.0,232.0,8.036,0.016
Gaia DR3 2265720421168005760,DA,11368.0,558.0,7.835,0.079
Gaia DR3 2265762103826710016,DZ:,8530.0,358.0,7.967,0.07
Gaia DR3 2265762928458412672,DB,13597.0,1323.0,7.96,0.162
Gaia DR3 2265817453068886144,DA,18072.0,1857.0,8.318,0.109
Gaia DR3 2265836041687416448,DA,16222.0,730.0,7.979,0.047
Gaia DR3 226591857377871616,DA,8466.0,338.0,8.006,0.093
Gaia DR3 226592205273695232,DA,9337.0,405.0,7.852,0.122
Gaia DR3 2265938090110513920,DA,8255.0,314.0,8.245,0.07
Gaia DR3 2265981658258392192,DA,21983.0,1201.0,8.372,0.05
Gaia DR3 2266134254153054464,DA,18126.0,1136.0,7.905,0.065
Gaia DR3 2266153117649531392,DA,10190.0,279.0,8.063,0.047
Gaia DR3 2266168820047659136,DA,19704.0,1431.0,7.912,0.078
Gaia DR3 2266292029775762176,DA,25436.0,1769.0,8.272,0.081
Gaia DR3 2266386866949663360,DA,14448.0,457.0,7.752,0.037
Gaia DR3 226645737745895680,DA,9494.0,192.0,7.959,0.042
Gaia DR3 2266498325644080896,DA,16355.0,1155.0,7.929,0.08
Gaia DR3 2266508599206194048,DA,10061.0,275.0,8.002,0.05
Gaia DR3 2266566461004962816,DA,9221.0,490.0,7.625,0.135
Gaia DR3 2266574093162219264,DA,23166.0,2180.0,7.94,0.114
Gaia DR3 2266620233995533056,DA,19371.0,1745.0,7.939,0.114
Gaia DR3 226668342156198400,DC:,10721.0,249.0,8.011,0.038
Gaia DR3 2266717132754539392,DA,16667.0,841.0,8.109,0.049
Gaia DR3 2266776192848048512,DA,9951.0,463.0,8.2,0.088
Gaia DR3 2266786775647164672,DA,11611.0,542.0,8.079,0.069
Gaia DR3 2266800656981763584,DA,8288.0,245.0,7.783,0.075
Gaia DR3 2266816879074358272,DA,17862.0,683.0,8.19,0.036
Gaia DR3 2266824365201272960,DA,24910.0,1837.0,7.94,0.1
Gaia DR3 2266865154506644608,DA,16427.0,694.0,8.176,0.04
Gaia DR3 2266870750847778816,DA:,7788.0,342.0,8.087,0.089
Gaia DR3 2266981870242648448,DA,9843.0,417.0,7.962,0.086
Gaia DR3 2267162430667233920,DA,9777.0,296.0,8.467,0.047
Gaia DR3 2267252350103045888,DA,7210.0,348.0,7.971,0.109
Gaia DR3 2267305405834413184,DA,12276.0,210.0,7.95,0.015
Gaia DR3 2267374602051359488,DA,6153.0,143.0,7.299,0.062
Gaia DR3 226738504741309184,DA,12679.0,275.0,7.958,0.02
Gaia DR3 2267427589064400640,DA,15148.0,856.0,7.884,0.064
Gaia DR3 226748640864168064,DC,6874.0,324.0,8.312,0.076
Gaia DR3 2267526643893954176,DA,10516.0,701.0,8.532,0.11
Gaia DR3 2267542380654154240,DA,24074.0,1491.0,7.88,0.074
Gaia DR3 2267604984097878784,DA,9734.0,172.0,7.989,0.031
Gaia DR3 2267623881953605888,DA,16538.0,838.0,7.542,0.059
Gaia DR3 2267658280348789888,DB,12073.0,205.0,8.118,0.022
Gaia DR3 2267824925080663168,DA,7478.0,342.0,8.426,0.081
Gaia DR3 2267826604410294656,DZ,6105.0,173.0,8.127,0.054
Gaia DR3 2267990642095302912,DA,21166.0,448.0,7.97,0.018
Gaia DR3 2268068393888430464,DA,7964.0,370.0,7.523,0.123
Gaia DR3 2268071864222120576,DA,11189.0,349.0,7.959,0.047
Gaia DR3 2268104128016637952,DA:,28377.0,1636.0,7.466,0.084
Gaia DR3 2268173534687834112,DA,12273.0,539.0,8.369,0.043
Gaia DR3 2268204905129636992,DA,9272.0,195.0,7.932,0.04
Gaia DR3 2268238989989605888,DA,5261.0,136.0,7.275,0.084
Gaia DR3 2268243083095678464,DA,25084.0,408.0,8.341,0.015
Gaia DR3 2268271803540557568,DA,12467.0,564.0,8.136,0.039
Gaia DR3 2268275376953025792,DA,7612.0,420.0,8.039,0.117
Gaia DR3 2268302044406402560,DA,19318.0,1405.0,7.583,0.1
Gaia DR3 2268304788888939776,DA,9728.0,296.0,7.786,0.064
Gaia DR3 2268336021890874496,DA,15396.0,643.0,8.03,0.044
Gaia DR3 2268357050050412032,DA,9169.0,336.0,8.039,0.073
Gaia DR3 226840488740140672,DA,9130.0,364.0,7.773,0.117
Gaia DR3 2268439547782629376,DA,19839.0,1396.0,7.823,0.089
Gaia DR3 2268466696271988608,DA,24584.0,402.0,7.845,0.018
Gaia DR3 2268490365835767552,DA,9198.0,360.0,7.752,0.092
Gaia DR3 2268578567283633152,DB,11928.0,582.0,7.851,0.087
Gaia DR3 226860481813869696,DA,9847.0,235.0,7.043,0.09
Gaia DR3 2268606368608977792,DA,8932.0,471.0,7.583,0.158
Gaia DR3 2268636158501557760,DA,21653.0,1869.0,8.084,0.106
Gaia DR3 2268718239620807680,DA,7739.0,160.0,8.005,0.039
Gaia DR3 2268840495864196864,DB,11271.0,614.0,7.964,0.095
Gaia DR3 2268882616608660480,DA,20009.0,1763.0,8.322,0.098
Gaia DR3 2269181722427748992,DA,11235.0,440.0,7.757,0.062
Gaia DR3 2269214325522662272,DA,10359.0,637.0,7.694,0.135
Gaia DR3 2269234357250129920,DA,25175.0,2193.0,7.728,0.131
Gaia DR3 2269453434942474752,DA:,8090.0,367.0,7.431,0.122
Gaia DR3 226946316738622464,DA,29342.0,596.0,8.077,0.027
Gaia DR3 2269499683150310528,DA,11447.0,481.0,8.101,0.06
Gaia DR3 2269537105202072704,DB:,10561.0,408.0,8.007,0.064
Gaia DR3 2269545175444277376,DA,10022.0,445.0,8.094,0.085
Gaia DR3 2269560710341753728,DA,6035.0,,7.965,
Gaia DR3 2269648224595510528,DA,26586.0,2392.0,8.144,0.127
Gaia DR3 2269930279392398336,DA,13561.0,618.0,8.442,0.032
Gaia DR3 226993973695313536,DA,11748.0,495.0,7.924,0.087
Gaia DR3 2269954434287087872,DA,11035.0,453.0,7.583,0.076
Gaia DR3 2270039921317225472,DA,18127.0,883.0,7.915,0.051
Gaia DR3 2270050577132561152,DA,10883.0,337.0,7.932,0.05
Gaia DR3 2270208696352337280,DA,8618.0,484.0,7.648,0.145
Gaia DR3 2270380391964287488,DA,6605.0,275.0,8.039,0.095
Gaia DR3 2270400904728312832,DA,21577.0,1821.0,8.037,0.107
Gaia DR3 2270467081584898432,DA,12685.0,829.0,8.035,0.064
Gaia DR3 2270482101087446528,DB,11328.0,340.0,8.142,0.042
Gaia DR3 2270531643532028800,DA,16741.0,1151.0,7.956,0.073
Gaia DR3 227054476896008064,DA,16907.0,709.0,8.105,0.045
Gaia DR3 2270709111581012096,DA,12724.0,1076.0,8.217,0.087
Gaia DR3 2270782508279956608,DB,15130.0,1053.0,7.856,0.107
Gaia DR3 2270917434675685632,DA,9516.0,220.0,7.767,0.046
Gaia DR3 2270923550709061888,DC,12718.0,400.0,6.894,0.059
Gaia DR3 227105535467847936,DA,4841.0,94.0,7.2,0.083
Gaia DR3 2271151699370701184,DB,13471.0,474.0,7.4,0.053
Gaia DR3 2271245123499871360,DA,13117.0,938.0,7.817,0.1
Gaia DR3 2271470557743758848,DA,7509.0,357.0,8.0,0.099
Gaia DR3 2271490486392171904,DC,10887.0,745.0,7.581,0.145
Gaia DR3 2271586556220306048,DA,9630.0,483.0,8.086,0.099
Gaia DR3 2271685550922811136,DA,15986.0,356.0,8.072,0.02
Gaia DR3 2271688673362141696,DC,8379.0,249.0,7.985,0.054
Gaia DR3 2271871913847125888,DA,7714.0,393.0,8.012,0.109
Gaia DR3 2271963521205766656,DA,14981.0,754.0,7.686,0.06
Gaia DR3 2272064740698630016,DA:,10232.0,405.0,8.122,0.072
Gaia DR3 2272149781050974336,DB,14273.0,991.0,7.718,0.116
Gaia DR3 2272150433886080896,DB,15000.0,925.0,7.987,0.086
Gaia DR3 2272159302996746240,DA,24838.0,892.0,8.179,0.039
Gaia DR3 2272277809733101312,DA,21432.0,319.0,6.916,0.015
Gaia DR3 2272429915998854656,DA,9894.0,395.0,8.26,0.07
Gaia DR3 2272447336386367104,DA,13721.0,693.0,8.057,0.061
Gaia DR3 2272708092439776000,DA,12526.0,896.0,7.939,0.084
Gaia DR3 2272799283185134848,DA,13662.0,789.0,7.959,0.076
Gaia DR3 227282591199974528,DA,12530.0,499.0,8.56,0.043
Gaia DR3 2272839110418623488,DB,14470.0,702.0,7.473,0.081
Gaia DR3 2272868174460981760,DB,25674.0,1585.0,7.522,0.075
Gaia DR3 2272885388690150144,DA,18681.0,1325.0,8.298,0.069
Gaia DR3 2273048391288776960,DA,7233.0,236.0,6.583,0.362
Gaia DR3 2273074062310167296,DA,9619.0,626.0,8.036,0.136
Gaia DR3 227311148440984192,DA,7605.0,122.0,7.973,0.033
Gaia DR3 2273237438569753216,DC:,7613.0,461.0,8.116,0.112
Gaia DR3 227326262426059776,DA:,8364.0,309.0,8.451,0.073
Gaia DR3 2273268018736236416,DA,18917.0,1176.0,8.181,0.061
Gaia DR3 2273385941358115712,DA,10456.0,453.0,8.042,0.082
Gaia DR3 2273402434033337856,DA,6650.0,322.0,7.965,0.126
Gaia DR3 2273417934571088000,DA,14319.0,199.0,7.982,0.013
Gaia DR3 2273564032178847488,DA,33024.0,805.0,7.335,0.026
Gaia DR3 2273574649336102656,DA,15479.0,379.0,8.06,0.024
Gaia DR3 227357877680548096,DA:,6786.0,205.0,7.892,0.094
Gaia DR3 2273821382322622208,DA,15893.0,1000.0,8.049,0.074
Gaia DR3 2274010189085337728,DA,7000.0,273.0,8.116,0.08
Gaia DR3 2274037234496036224,DA,6768.0,276.0,8.378,0.077
Gaia DR3 2274294378481989376,DA,10640.0,364.0,7.819,0.061
Gaia DR3 2274303483811748864,DA,10218.0,512.0,8.595,0.078
Gaia DR3 227436694624888576,DA,15426.0,633.0,7.969,0.047
Gaia DR3 2274377048011891328,DA,13512.0,942.0,7.507,0.125
Gaia DR3 2274429515331927296,DA,13675.0,786.0,7.974,0.069
Gaia DR3 2274506962182986624,DA:,14751.0,602.0,7.178,0.064
Gaia DR3 2274543039907918336,DA,9840.0,562.0,7.824,0.139
Gaia DR3 2274588703999581184,DA,6331.0,255.0,7.952,0.101
Gaia DR3 227461059978741376,DA,6959.0,311.0,8.157,0.093
Gaia DR3 2274656701922237056,DA,16645.0,1281.0,8.225,0.08
Gaia DR3 2274668865270306432,DC,10489.0,637.0,8.212,0.098
Gaia DR3 2274725661917890688,DA,11825.0,649.0,8.116,0.075
Gaia DR3 2274765111191373056,DA,9756.0,286.0,7.752,0.064
Gaia DR3 2274858260444486272,DA,14558.0,882.0,7.8,0.075
Gaia DR3 2274963809263793792,DA,11932.0,657.0,7.924,0.074
Gaia DR3 2274972777155558272,DA,14632.0,469.0,8.002,0.033
Gaia DR3 2274981573248763520,DA,15650.0,1030.0,7.915,0.077
Gaia DR3 2275051735834562432,DA,10597.0,423.0,8.245,0.064
Gaia DR3 2275117740891052672,DA:,17051.0,1288.0,9.014,0.062
Gaia DR3 2275187594239180544,DB,13084.0,566.0,8.087,0.058
Gaia DR3 2275291708543815552,DB:,25777.0,3749.0,8.144,0.111
Gaia DR3 2275318779720421888,DC,9777.0,686.0,7.995,0.137
Gaia DR3 2275358293419778304,DA,11014.0,408.0,7.949,0.06
Gaia DR3 2275425775946418816,DA,10925.0,518.0,7.756,0.098
Gaia DR3 2275442062461533824,DA,13452.0,632.0,7.665,0.065
Gaia DR3 2275645094156359808,DA:,10556.0,419.0,8.481,0.06
Gaia DR3 2275677151792627584,DC:,6871.0,289.0,8.153,0.069
Gaia DR3 2275852455177465088,DA:,7804.0,480.0,8.398,0.115
Gaia DR3 2275861358646245248,DA,8066.0,265.0,7.994,0.065
Gaia DR3 2276117574918138624,DA,11912.0,571.0,7.788,0.068
Gaia DR3 2276192169909917440,DA,8826.0,260.0,8.03,0.056
Gaia DR3 2276417844672225408,DB,12205.0,476.0,8.12,0.052
Gaia DR3 2276438666673718528,DA,10192.0,442.0,8.175,0.078
Gaia DR3 2276476805982541056,DA,9377.0,625.0,8.484,0.114
Gaia DR3 2276480173236971264,DA,15549.0,606.0,8.308,0.037
Gaia DR3 2276512814988350464,DA,6876.0,204.0,8.194,0.057
Gaia DR3 2276606685794036736,DC,9968.0,420.0,7.786,0.08
Gaia DR3 2276663005701858560,DA,15897.0,969.0,8.185,0.065
Gaia DR3 2276671110303083648,DB,16817.0,1388.0,8.058,0.103
Gaia DR3 227682126237145088,DA,11835.0,502.0,8.005,0.059
Gaia DR3 227706418572616192,DA,9367.0,426.0,7.957,0.11
Gaia DR3 2277170876993740800,DA,10304.0,279.0,6.986,0.107
Gaia DR3 2277318795668103552,DA,9808.0,297.0,8.065,0.056
Gaia DR3 227748444829772288,DA,12576.0,686.0,8.164,0.055
Gaia DR3 227751429830253312,DA,10003.0,475.0,7.86,0.123
Gaia DR3 227766037015779200,DC:,9706.0,141.0,7.325,0.025
Gaia DR3 2277707159494044032,DA:,7772.0,366.0,8.092,0.097
Gaia DR3 2277921495542156800,DA,11184.0,681.0,8.543,0.085
Gaia DR3 2278019558236114176,DA,18669.0,772.0,7.873,0.044
Gaia DR3 2278122362572405760,DA,12825.0,656.0,8.326,0.045
Gaia DR3 227830221006838144,DA,10366.0,375.0,7.96,0.071
Gaia DR3 2278387207436723584,DA,10845.0,498.0,8.045,0.08
Gaia DR3 2278826737210013568,DA,8280.0,495.0,7.883,0.143
Gaia DR3 2278841344395072384,DA,8625.0,345.0,7.685,0.096
Gaia DR3 2278896934155752192,DA,14411.0,590.0,8.445,0.036
Gaia DR3 227891724936560640,DA,6548.0,312.0,8.237,0.107
Gaia DR3 2278980050362362880,DA,15585.0,786.0,7.93,0.056
Gaia DR3 2279098625820194560,DA,15008.0,320.0,7.307,0.022
Gaia DR3 2279215070973030656,DA,9456.0,374.0,7.913,0.088
Gaia DR3 2279235347515457536,DA,17272.0,648.0,8.595,0.031
Gaia DR3 2279286195630634496,DA,7344.0,400.0,8.454,0.102
Gaia DR3 2279429991135916928,DA,8180.0,388.0,7.998,0.1
Gaia DR3 2279439822318191872,DA,12687.0,402.0,7.822,0.035
Gaia DR3 2279476995259211776,DC:,11054.0,518.0,8.097,0.076
Gaia DR3 2279534788337583744,DC,7975.0,309.0,7.979,0.073
Gaia DR3 2279589351603370240,DA,10042.0,382.0,7.884,0.081
Gaia DR3 2279733460641842560,DB,14376.0,640.0,8.009,0.059
Gaia DR3 2279798160029712640,DA:,14738.0,838.0,7.544,0.093
Gaia DR3 227982945746699776,DA,8499.0,483.0,8.232,0.119
Gaia DR3 2279859659665222400,DA,18265.0,799.0,8.153,0.043
Gaia DR3 2279973974514041344,DA,9525.0,198.0,7.95,0.039
Gaia DR3 2279979338929409664,DA,10628.0,137.0,7.979,0.02
Gaia DR3 2279985519386380544,DA,12134.0,448.0,7.062,0.079
Gaia DR3 2280144987228521600,DA,15501.0,956.0,7.95,0.086
Gaia DR3 2280239815809965312,DA,14556.0,614.0,7.954,0.047
Gaia DR3 2280288576574998528,DB,12588.0,689.0,8.256,0.076
Gaia DR3 2280381309212321536,DB,12896.0,498.0,8.001,0.054
Gaia DR3 2280532732579620352,DB,15288.0,915.0,8.088,0.076
Gaia DR3 2280574861913658624,DA,19365.0,550.0,7.825,0.037
Gaia DR3 228064000369381120,DA,10952.0,416.0,7.6,0.105
Gaia DR3 2280690924815499520,DA:,6153.0,258.0,8.33,0.093
Gaia DR3 2280716041783133952,DA,13123.0,826.0,7.87,0.094
Gaia DR3 2280793763511260416,DZ,9403.0,265.0,8.017,0.04
Gaia DR3 2280800016983690624,DA,19253.0,952.0,7.978,0.051
Gaia DR3 2280834793335435776,DA,10226.0,387.0,7.537,0.098
Gaia DR3 2280877463834273024,DA,8186.0,211.0,8.15,0.046
Gaia DR3 2280923093567550208,DA,12538.0,409.0,7.842,0.032
Gaia DR3 2280923750696484736,DA,12148.0,774.0,8.096,0.079
Gaia DR3 2280951062393348736,DA:,7612.0,413.0,8.269,0.108
Gaia DR3 2281077781110419968,DA,18259.0,1110.0,8.065,0.067
