wdid,spectype,teff,logg,Dlogg,mass,Dmass
Gaia DR3 6595119748425205632,DC:,10197.0,7.659,0.162,0.403,0.114
Gaia DR3 6595878140864731008,DC,7656.0,8.181,0.051,0.689,0.046
Gaia DR3 6597567776703931008,DC:,9814.0,8.026,0.147,0.596,0.129
Gaia DR3 6598057677853600512,DC,9680.0,8.333,0.059,0.792,0.053
Gaia DR3 659865375059492352,DC,9366.0,8.044,0.038,0.606,0.032
Gaia DR3 6600112252769532800,DC,8803.0,8.198,0.053,0.702,0.048
Gaia DR3 6600514334723819776,DC:,7654.0,7.809,0.13,0.468,0.103
Gaia DR3 6604313422275064320,DC:,8677.0,8.275,0.112,0.752,0.102
Gaia DR3 6604471889388214784,DC,9544.0,8.044,0.039,0.606,0.034
Gaia DR3 6605224260284541696,DC:,11226.0,8.033,0.141,0.602,0.124
Gaia DR3 6606628370993027328,DC:,9613.0,7.694,0.116,0.417,0.082
Gaia DR3 6606970731425453184,DC,6553.0,7.925,0.09,0.529,0.076
Gaia DR3 6611484913852573056,DC:,8311.0,7.094,0.055,0.21,0.018
Gaia DR3 6613315944310052480,DC,7979.0,7.921,0.102,0.53,0.085
Gaia DR3 6613736821039878784,DC:,7757.0,7.747,0.077,0.437,0.056
Gaia DR3 6616119973838743168,DC,7646.0,8.26,0.055,0.741,0.051
Gaia DR3 6616614857150900480,DC:,6726.0,8.047,0.07,0.602,0.062
Gaia DR3 6619340963087657984,DC:,8723.0,8.023,0.074,0.592,0.064
Gaia DR3 6619696685163649408,DC:,10343.0,7.896,0.09,0.522,0.073
Gaia DR3 6620463766322760320,DC:,8536.0,8.324,0.099,0.785,0.089
Gaia DR3 6622504185026615296,DC,8224.0,8.029,0.112,0.594,0.099
Gaia DR3 662282342137609088,DC,,,,,
Gaia DR3 662468090881350016,DC,,,,,
Gaia DR3 6628225459421944704,DC:,8403.0,7.963,0.106,0.555,0.091
Gaia DR3 6630568003305561344,DC,9997.0,8.105,0.069,0.645,0.061
Gaia DR3 6630740042516808960,DC:,8314.0,8.016,0.082,0.587,0.071
Gaia DR3 6631048528546938240,DC,8653.0,8.039,0.035,0.601,0.03
Gaia DR3 6631472385979683968,DC,10420.0,8.05,0.052,0.611,0.045
Gaia DR3 663232118320454656,DC,,,,,
Gaia DR3 6632772287895432832,DC:,8204.0,7.97,0.159,0.559,0.138
Gaia DR3 6632998336318282240,DC,7915.0,8.034,0.089,0.597,0.078
Gaia DR3 6633903681066097792,DC,10214.0,7.999,0.059,0.58,0.05
Gaia DR3 6639752739328552576,DC,9866.0,8.119,0.077,0.653,0.069
Gaia DR3 6640847406232128256,DC:,9445.0,7.913,0.139,0.529,0.116
Gaia DR3 6641716226576298112,DC,6609.0,7.947,0.09,0.542,0.077
Gaia DR3 6641724713432985216,DC:,,,,,
Gaia DR3 6642046874635863424,DC,9722.0,8.058,0.064,0.615,0.055
Gaia DR3 6643790180385335808,DC,8023.0,8.116,0.067,0.648,0.06
Gaia DR3 6644197858684007808,DC:,8121.0,8.066,0.092,0.617,0.081
Gaia DR3 6644989197816347776,DC:,,,,,
Gaia DR3 6645314069146410240,DC:,10388.0,8.131,0.116,0.661,0.105
Gaia DR3 6647469764769725568,DC:,9700.0,7.939,0.125,0.545,0.105
Gaia DR3 6648033779871447424,DC,10542.0,8.005,0.066,0.584,0.057
Gaia DR3 6648448227035159808,DC:,9266.0,7.71,0.139,0.424,0.101
Gaia DR3 6649596877385144960,DC:,7360.0,8.236,0.049,0.725,0.045
Gaia DR3 6653496875193223296,DC,9302.0,8.051,0.087,0.609,0.077
Gaia DR3 6654351504967026304,DC:,7524.0,8.054,0.077,0.608,0.069
Gaia DR3 6654643803259263744,DC:,10603.0,7.714,0.139,0.43,0.101
Gaia DR3 6654669611721167104,DC,6743.0,8.034,0.071,0.595,0.062
Gaia DR3 6658129564359472384,DC,9853.0,7.919,0.102,0.533,0.085
Gaia DR3 6658300813294207616,DC:,7672.0,8.146,0.063,0.667,0.057
Gaia DR3 6658538204727579264,DC:,9930.0,8.144,0.091,0.669,0.081
Gaia DR3 6659602776796241664,DC:,8424.0,8.216,0.09,0.713,0.083
Gaia DR3 6660198948320236160,DC:,10868.0,7.907,0.148,0.529,0.123
Gaia DR3 6662105711935370880,DC:,7651.0,8.172,0.101,0.683,0.092
Gaia DR3 6662149241432273920,DC:,9535.0,7.733,0.161,0.436,0.12
Gaia DR3 6663796859607327104,DC:,9720.0,7.961,0.169,0.557,0.146
Gaia DR3 6665746053202521088,DC:,9145.0,8.069,0.115,0.621,0.102
Gaia DR3 6666256467114681600,DC:,8250.0,8.054,0.061,0.61,0.053
Gaia DR3 6667056602342802176,DC,6707.0,7.964,0.055,0.552,0.047
Gaia DR3 6669094581504184320,DC,10049.0,8.107,0.094,0.646,0.084
Gaia DR3 6669324619953897728,DC,8579.0,7.97,0.081,0.56,0.068
Gaia DR3 6669589121218481792,DC:,9044.0,8.064,0.082,0.617,0.073
Gaia DR3 6670175779391041536,DC,9306.0,7.993,0.086,0.575,0.073
Gaia DR3 6670413617499932288,DC:,9105.0,7.818,0.148,0.477,0.118
Gaia DR3 6672380575083987584,DC:,7055.0,7.976,0.102,0.56,0.088
Gaia DR3 6673923567854512512,DC,11225.0,8.052,0.076,0.614,0.066
Gaia DR3 6674985116265556352,DC:,9023.0,7.996,0.15,0.576,0.132
Gaia DR3 6675662415428309760,DC:,8909.0,8.026,0.137,0.594,0.12
Gaia DR3 6677641806941783168,DC:,5545.0,7.832,0.142,0.474,0.116
Gaia DR3 6677952487696281088,DC:,6597.0,7.971,0.128,0.556,0.112
Gaia DR3 6679795200465025152,DC:,8008.0,8.077,0.11,0.623,0.099
Gaia DR3 6681242570082915968,DC,9786.0,7.927,0.061,0.538,0.05
Gaia DR3 6681949040663663616,DC:,9577.0,7.939,0.119,0.544,0.101
Gaia DR3 6682142589070453632,DC,8849.0,7.922,0.07,0.533,0.057
Gaia DR3 6683933800887779840,DC,9709.0,8.118,0.051,0.652,0.045
Gaia DR3 6685092235171021056,DC:,10884.0,8.085,0.078,0.634,0.068
Gaia DR3 6685278018279268992,DC:,6938.0,7.855,0.079,0.491,0.063
Gaia DR3 6686970544629175424,DC:,8228.0,7.843,0.124,0.488,0.099
Gaia DR3 6687813801326344576,DC,10683.0,7.915,0.121,0.533,0.1
Gaia DR3 6689844260000652416,DC:,6479.0,7.905,0.09,0.518,0.074
Gaia DR3 6690312922537103360,DC,,,,,
Gaia DR3 6690336630757522304,DC:,10204.0,8.229,0.128,0.724,0.116
Gaia DR3 6690588766814319360,DC,8995.0,8.1,0.073,0.64,0.065
Gaia DR3 6690692906884179328,DC,9140.0,7.818,0.062,0.477,0.047
Gaia DR3 6690896763212268800,DC,6978.0,7.894,0.081,0.513,0.067
Gaia DR3 6691822758160488960,DC:,10434.0,8.001,0.117,0.582,0.101
Gaia DR3 6693361559044384000,DC:,10504.0,8.098,0.168,0.641,0.151
Gaia DR3 669410647819832576,DC,9194.0,8.027,0.065,0.595,0.056
Gaia DR3 669442190056912640,DC,8417.0,8.093,0.11,0.634,0.099
Gaia DR3 6694898092184448512,DC:,9443.0,7.919,0.096,0.533,0.078
Gaia DR3 6696765681404239104,DC,9111.0,7.958,0.092,0.554,0.078
Gaia DR3 6697056953199978112,DC,6981.0,7.993,0.085,0.57,0.074
Gaia DR3 6698906121305469952,DC:,8607.0,7.852,0.11,0.493,0.089
Gaia DR3 6699657603142163456,DC,7043.0,8.065,0.063,0.614,0.056
Gaia DR3 6705168153562643072,DC:,7645.0,8.155,0.092,0.672,0.084
Gaia DR3 6706717326799895040,DC:,7742.0,7.862,0.099,0.497,0.08
Gaia DR3 6708017086968674688,DC,8973.0,8.047,0.07,0.606,0.062
Gaia DR3 6709158315615319040,DC,7062.0,8.242,0.106,0.729,0.097
Gaia DR3 6709868114797550848,DC,9261.0,8.197,0.1,0.702,0.091
Gaia DR3 6710709619146279296,DC,10000.0,8.076,0.072,0.627,0.063
Gaia DR3 6712607307500786816,DC,10137.0,8.144,0.047,0.669,0.042
Gaia DR3 6712941249795296768,DC:,6332.0,8.201,0.116,0.7,0.107
Gaia DR3 6714527638916186496,DC,9992.0,7.924,0.113,0.537,0.094
Gaia DR3 6715955114246108160,DC,10761.0,8.097,0.113,0.641,0.1
Gaia DR3 6716371141957240448,DC,9200.0,8.132,0.046,0.66,0.042
Gaia DR3 6716702850870904704,DC:,10224.0,8.019,0.16,0.592,0.141
Gaia DR3 6717325999087920512,DC,8751.0,8.126,0.145,0.655,0.132
Gaia DR3 6717418701660153472,DC,8733.0,8.076,0.061,0.624,0.054
Gaia DR3 6717672757565365760,DC:,8682.0,8.126,0.086,0.655,0.078
Gaia DR3 6721492495325395200,DC:,10104.0,7.97,0.097,0.563,0.082
Gaia DR3 6722221544544257920,DC:,10944.0,8.001,0.1,0.583,0.086
Gaia DR3 6725656144031366144,DC,5730.0,7.881,0.617,0.501,0.344
Gaia DR3 6725946445144846848,DC:,9881.0,7.83,0.106,0.485,0.083
Gaia DR3 6726505791617204992,DC:,8819.0,8.301,0.102,0.77,0.092
Gaia DR3 6728031222270683008,DC:,7069.0,8.305,0.09,0.771,0.082
Gaia DR3 6728436942045183744,DC:,8864.0,8.131,0.101,0.659,0.091
Gaia DR3 6729055455989450496,DC:,7900.0,7.892,0.083,0.514,0.067
Gaia DR3 6729341157214013696,DC:,9531.0,7.723,0.06,0.431,0.042
Gaia DR3 6731071788518268416,DC:,9105.0,8.057,0.155,0.613,0.138
Gaia DR3 673205371683326720,DC,,,,,
Gaia DR3 6734842318854254720,DC,10070.0,8.356,0.097,0.808,0.087
Gaia DR3 6735327998044209408,DC:,8678.0,7.752,0.093,0.442,0.069
Gaia DR3 6735641148401635072,DC,9424.0,8.075,0.086,0.624,0.077
Gaia DR3 6736920258389151104,DC:,7188.0,7.55,0.112,0.346,0.071
Gaia DR3 6737474176003381760,DC:,10059.0,8.108,0.044,0.646,0.039
Gaia DR3 6739543452591798784,DC:,9839.0,7.891,0.167,0.518,0.139
Gaia DR3 6740078227559782528,DC,10360.0,8.103,0.04,0.644,0.036
Gaia DR3 6740298336043792640,DC:,5775.0,8.038,0.12,0.594,0.108
Gaia DR3 6741980730568755328,DC:,8929.0,7.08,0.069,0.211,0.023
Gaia DR3 6745494765438207232,DC:,11061.0,8.008,0.156,0.587,0.137
Gaia DR3 6747504775769893888,DC,11452.0,7.468,0.136,0.331,0.077
Gaia DR3 6749069793134427264,DC:,6388.0,8.083,0.09,0.624,0.081
Gaia DR3 6749618724313541760,DC:,9836.0,7.542,0.058,0.353,0.034
Gaia DR3 6751441611519448576,DC:,6025.0,7.909,0.127,0.519,0.107
Gaia DR3 6755886627788998656,DC:,9430.0,8.031,0.081,0.598,0.07
Gaia DR3 6756926422190043264,DC:,10394.0,7.996,0.097,0.579,0.083
Gaia DR3 6758836239529063168,DC:,10606.0,8.26,0.104,0.745,0.094
Gaia DR3 6759074455592643456,DC,6270.0,7.131,0.108,0.205,0.042
Gaia DR3 6759160458021050112,DC:,7458.0,7.901,0.048,0.518,0.039
Gaia DR3 6760369066117186432,DC:,7365.0,7.819,0.13,0.473,0.103
Gaia DR3 6763440036457680768,DC:,8333.0,7.619,0.094,0.379,0.062
Gaia DR3 6765717120735952000,DC,9485.0,8.0,0.132,0.579,0.115
Gaia DR3 6767523480899794304,DC:,10016.0,7.899,0.111,0.523,0.091
Gaia DR3 6768109520595341568,DC,8858.0,8.04,0.108,0.602,0.095
Gaia DR3 6769559432837474304,DC:,9187.0,7.996,0.047,0.576,0.04
Gaia DR3 6770871322010415488,DC:,5464.0,6.693,0.196,0.101,0.036
Gaia DR3 677108779696502400,DC:,8195.0,7.743,0.121,0.436,0.091
Gaia DR3 6772031929548380800,DC,9472.0,7.813,0.078,0.475,0.06
Gaia DR3 6773768500784999808,DC,7820.0,8.035,0.071,0.597,0.063
Gaia DR3 6774343064330117248,DC,7066.0,8.275,0.058,0.75,0.054
Gaia DR3 6775294348046352640,DC:,6679.0,7.586,0.086,0.36,0.055
Gaia DR3 6775940654725659136,DC,10754.0,8.126,0.072,0.659,0.064
Gaia DR3 6775943403505106944,DC:,8453.0,7.931,0.144,0.537,0.122
Gaia DR3 6778502246237286400,DC,10758.0,7.952,0.11,0.554,0.093
Gaia DR3 6779472462170058880,DC,9383.0,7.907,0.074,0.526,0.06
Gaia DR3 6781789992162133504,DC,6576.0,6.986,0.047,0.171,0.015
Gaia DR3 6784020282779311360,DC,9421.0,7.954,0.048,0.552,0.04
Gaia DR3 6786368045045634048,DC,9677.0,8.099,0.119,0.64,0.105
Gaia DR3 6786618252660752384,DC:,8909.0,8.064,0.133,0.617,0.119
Gaia DR3 6793350184400485888,DC,9826.0,8.139,0.073,0.666,0.065
Gaia DR3 6793962651035166848,DC,10856.0,8.083,0.121,0.632,0.107
Gaia DR3 6794121594887432320,DC,6236.0,7.955,0.055,0.545,0.047
Gaia DR3 679570203977412864,DC,,,,,
Gaia DR3 6796832234646170112,DC:,9499.0,8.14,0.117,0.666,0.105
Gaia DR3 6797118897944248960,DC:,9998.0,7.933,0.16,0.542,0.135
Gaia DR3 6798670240131904384,DC,6762.0,7.788,0.048,0.455,0.036
Gaia DR3 6798754288348468736,DC:,8863.0,8.208,0.086,0.708,0.079
Gaia DR3 67988542022592128,DC:,10064.0,7.821,0.123,0.481,0.096
Gaia DR3 6800305836691308032,DC,9842.0,8.075,0.043,0.625,0.038
Gaia DR3 6800418085661689088,DC,7709.0,7.967,0.085,0.556,0.073
Gaia DR3 6802370788248204032,DC:,10413.0,8.196,0.121,0.703,0.11
Gaia DR3 6802877177777374848,DC,9273.0,8.098,0.11,0.638,0.099
Gaia DR3 680380200450418944,DC,,,,,
Gaia DR3 6804172647289013888,DC:,9113.0,7.78,0.089,0.457,0.067
Gaia DR3 6804997658969501184,DC,10074.0,8.113,0.086,0.649,0.078
Gaia DR3 6805080358561298944,DC,10697.0,7.799,0.1,0.471,0.077
Gaia DR3 6805206394378638080,DC,8245.0,8.044,0.046,0.604,0.04
Gaia DR3 6806289340315640064,DC,9826.0,7.893,0.079,0.519,0.063
Gaia DR3 6806457909192570112,DC:,6854.0,8.044,0.061,0.601,0.054
Gaia DR3 6807002893296805120,DC,5723.0,7.922,0.077,0.525,0.064
Gaia DR3 6808337008923321600,DC,9355.0,7.941,0.086,0.545,0.072
Gaia DR3 6808454901481198336,DC:,10202.0,8.033,0.054,0.601,0.046
Gaia DR3 6808550760856346496,DC:,6342.0,7.62,0.053,0.373,0.034
Gaia DR3 6809137285886028160,DC:,8377.0,8.014,0.078,0.585,0.068
Gaia DR3 6811263874517440512,DC,9136.0,8.106,0.052,0.643,0.047
Gaia DR3 6811345650694066176,DC,9546.0,8.086,0.049,0.632,0.043
Gaia DR3 6811507141465107200,DC,7761.0,8.003,0.056,0.577,0.049
Gaia DR3 6812148809578425216,DC:,8508.0,7.983,0.071,0.567,0.061
Gaia DR3 6812747837257474304,DC:,6658.0,7.811,0.09,0.467,0.07
Gaia DR3 6815525684665148032,DC,9563.0,8.156,0.061,0.676,0.054
Gaia DR3 681684942795518848,DC,,,,,
Gaia DR3 6817279714949124096,DC,9904.0,7.935,0.067,0.543,0.054
Gaia DR3 6818115279361744640,DC,7294.0,7.82,0.11,0.473,0.087
Gaia DR3 681916871028736128,DC,,,,,
Gaia DR3 682096331942658432,DC:,10147.0,7.969,0.085,0.563,0.071
Gaia DR3 6821598703996927360,DC,9803.0,8.175,0.046,0.689,0.041
Gaia DR3 6825039415182793856,DC,6697.0,8.222,0.078,0.714,0.072
Gaia DR3 6828158832750688640,DC:,9858.0,8.192,0.115,0.699,0.105
Gaia DR3 6828169656067495040,DC,10073.0,8.134,0.041,0.663,0.036
Gaia DR3 6829118775121255808,DC,10344.0,7.675,0.103,0.411,0.071
Gaia DR3 682980962062398976,DC:,10493.0,8.001,0.096,0.582,0.082
Gaia DR3 6834503427159035520,DC,8693.0,8.1,0.058,0.639,0.052
Gaia DR3 6837738362167725696,DC:,6822.0,7.745,0.139,0.434,0.106
Gaia DR3 6837855803752504448,DC,9763.0,7.839,0.115,0.49,0.09
Gaia DR3 6838380202079794816,DC:,8364.0,8.069,0.097,0.619,0.086
Gaia DR3 6842092874889246976,DC:,9802.0,7.864,0.071,0.503,0.056
Gaia DR3 6845367254876790528,DC:,9347.0,7.737,0.107,0.437,0.078
Gaia DR3 6845477171679804928,DC:,9817.0,8.079,0.172,0.628,0.154
Gaia DR3 6845647905220569600,DC:,11654.0,7.921,0.168,0.538,0.141
Gaia DR3 6846158559652052608,DC:,9692.0,7.717,0.172,0.429,0.127
Gaia DR3 6846446803497092224,DC,10234.0,7.299,0.117,0.273,0.052
Gaia DR3 6848312915248379392,DC,8914.0,8.033,0.106,0.598,0.093
Gaia DR3 6849219325145148672,DC:,7545.0,7.928,0.078,0.533,0.066
Gaia DR3 6849328348595822464,DC:,8636.0,7.916,0.102,0.529,0.085
Gaia DR3 6849628244686696576,DC,9684.0,8.183,,0.712,
Gaia DR3 6850858593904259072,DC:,11149.0,7.919,0.122,0.536,0.101
Gaia DR3 6852326510646105728,DC:,8697.0,8.251,0.063,0.737,0.057
Gaia DR3 6853817521430198784,DC:,11784.0,7.822,0.04,0.486,0.029
Gaia DR3 6854587523167726464,DC,9578.0,8.06,0.079,0.616,0.069
Gaia DR3 6854811887962154240,DC,9880.0,8.002,0.07,0.582,0.059
Gaia DR3 6854857212754121600,DC,7634.0,8.117,0.054,0.648,0.049
Gaia DR3 6857375158803304320,DC:,8226.0,8.3,0.061,0.768,0.056
Gaia DR3 6858356064909035648,DC:,22881.0,8.391,0.042,0.844,0.036
Gaia DR3 6858508927089699072,DC:,8705.0,8.093,0.128,0.635,0.115
Gaia DR3 6860316180609006336,DC:,10661.0,7.983,0.089,0.572,0.075
Gaia DR3 6860940806292813056,DC:,7972.0,7.937,0.062,0.539,0.051
Gaia DR3 6861487057413937920,DC:,5910.0,7.572,0.122,0.35,0.08
Gaia DR3 6864402343774761344,DC,7515.0,7.93,0.05,0.534,0.042
Gaia DR3 6865604870198551808,DC,12159.0,7.996,0.096,0.582,0.082
Gaia DR3 6867671024341374720,DC:,9325.0,8.112,0.117,0.647,0.106
Gaia DR3 6867966719954440448,DC:,8218.0,7.61,0.113,0.375,0.075
Gaia DR3 6868464081465979776,DC:,10308.0,7.936,0.113,0.544,0.095
Gaia DR3 686937447279645568,DC,,,,,
Gaia DR3 6869404816743247488,DC:,9708.0,8.154,0.11,0.675,0.099
Gaia DR3 6873041240994455296,DC,7844.0,8.32,0.052,0.781,0.048
Gaia DR3 6873643571505452544,DC:,11224.0,7.983,0.063,0.573,0.053
Gaia DR3 6874686488346519680,DC,10434.0,7.823,0.155,0.483,0.123
Gaia DR3 687654706817880704,DC:,,,,,
Gaia DR3 6876690417007822592,DC,9726.0,8.077,0.093,0.626,0.083
Gaia DR3 6879301379166271488,DC:,10567.0,8.055,0.131,0.614,0.116
Gaia DR3 6879895600779769344,DC,8824.0,7.976,0.092,0.564,0.078
Gaia DR3 6882657745783901824,DC,10354.0,8.045,0.061,0.608,0.053
Gaia DR3 6882688390375053440,DC:,9166.0,8.168,0.147,0.683,0.134
Gaia DR3 6882859089555544064,DC:,5470.0,7.842,0.073,0.479,0.058
Gaia DR3 6883567553001901952,DC:,9243.0,7.894,0.15,0.518,0.125
Gaia DR3 6883985470498803840,DC,9495.0,7.682,0.134,0.412,0.094
Gaia DR3 6884537425336171520,DC:,10031.0,7.804,0.115,0.472,0.088
Gaia DR3 688467555148943104,DC,,,,,
Gaia DR3 6886344404532864,DC:,9953.0,8.107,0.102,0.646,0.09
Gaia DR3 6886704803273490304,DC,9519.0,8.029,0.068,0.597,0.058
Gaia DR3 6888515252246869632,DC,7814.0,7.864,0.045,0.498,0.036
Gaia DR3 6889912731525697152,DC,10189.0,7.975,0.102,0.566,0.086
Gaia DR3 6890818522948975872,DC,8734.0,8.121,0.077,0.652,0.069
Gaia DR3 6890846285617707904,DC,7555.0,8.042,0.076,0.601,0.067
Gaia DR3 6894299508043138944,DC,9913.0,8.081,0.091,0.629,0.081
Gaia DR3 6894318749495746432,DC,11402.0,8.044,0.102,0.609,0.089
Gaia DR3 6894374274833826432,DC,8853.0,8.161,0.081,0.678,0.073
Gaia DR3 6897888623233989760,DC:,13194.0,8.774,0.062,1.074,0.042
Gaia DR3 6901240450070846080,DC,8630.0,8.031,0.045,0.596,0.039
Gaia DR3 6904188721782420224,DC,8294.0,6.968,0.118,0.181,0.036
Gaia DR3 6905003253741063936,DC:,10938.0,7.937,0.044,0.546,0.035
Gaia DR3 6906333009973895680,DC,7884.0,7.962,0.077,0.554,0.065
Gaia DR3 6908857969707921280,DC,9996.0,8.186,0.088,0.696,0.079
Gaia DR3 6909441810382371584,DC:,8222.0,7.892,0.133,0.514,0.111
Gaia DR3 6910002428168477696,DC,10151.0,8.073,0.064,0.625,0.056
Gaia DR3 6910938589305207552,DC,8768.0,7.892,0.103,0.516,0.084
Gaia DR3 6911609188318406912,DC,10203.0,7.983,0.122,0.571,0.105
Gaia DR3 6912482651522845312,DC:,8812.0,8.166,0.089,0.681,0.081
Gaia DR3 6915207821156299776,DC,8840.0,8.098,0.123,0.638,0.11
Gaia DR3 6916559361465228288,DC,10221.0,7.936,0.052,0.544,0.042
Gaia DR3 6916790331922735744,DC,4993.0,8.019,0.044,0.592,0.038
Gaia DR3 692309214416303744,DC,,,,,
Gaia DR3 693170028941528448,DC,,,,,
Gaia DR3 693332344345692544,DC,,,,,
Gaia DR3 696021474911276416,DC:,7720.0,7.974,0.109,0.56,0.094
Gaia DR3 696180766656232704,DC,,,,,
Gaia DR3 700412030997394176,DC:,,,,,
Gaia DR3 700760541823901440,DC:,9374.0,8.013,0.126,0.587,0.11
Gaia DR3 702446196228218752,DC:,5998.0,7.552,0.11,0.342,0.07
Gaia DR3 702556078671936256,DC,,,,,
Gaia DR3 705261839348482816,DC:,9471.0,7.628,0.149,0.387,0.102
Gaia DR3 707661763994199168,DC,,,,,
Gaia DR3 707714849790402176,DC:,9455.0,8.031,0.122,0.598,0.107
Gaia DR3 708028760360069248,DC,10492.0,8.163,0.103,0.682,0.092
Gaia DR3 710954457722465664,DC,,,,,
Gaia DR3 711447485607966976,DC,,,,,
Gaia DR3 711757586544480640,DC:,8460.0,7.8,0.13,0.466,0.101
Gaia DR3 711840732814074624,DC,,,,,
Gaia DR3 712758000389261312,DC,,,,,
Gaia DR3 713033118814620800,DC,,,,,
Gaia DR3 713229484719282944,DC,,,,,
Gaia DR3 713354004411170560,DC,,,,,
Gaia DR3 713895651326545920,DC,,,,,
Gaia DR3 714372293911992320,DC,,,,,
Gaia DR3 714403247741604992,DC,,,,,
Gaia DR3 715190910384089728,DC,,,,,
Gaia DR3 72580003795909120,DC:,9478.0,7.891,0.148,0.517,0.123
Gaia DR3 72893085436257280,DC,8783.0,8.101,0.088,0.64,0.078
Gaia DR3 739619275614201984,DC,,,,,
Gaia DR3 746968136456205312,DC,,,,,
Gaia DR3 748907473104785920,DC,,,,,
Gaia DR3 749121598699087232,DC:,8547.0,8.271,0.06,0.75,0.054
Gaia DR3 755506943757446272,DC,,,,,
Gaia DR3 756222661403241984,DC:,9693.0,8.257,0.11,0.742,0.1
Gaia DR3 758305475728157184,DC,,,,,
Gaia DR3 760559371486209792,DC,,,,,
Gaia DR3 760775189297686784,DC,,,,,
Gaia DR3 761979150234978944,DC:,8080.0,8.286,0.084,0.759,0.077
Gaia DR3 762521243827243520,DC,,,,,
Gaia DR3 7633943591955072,DC:,10746.0,7.904,0.113,0.527,0.093
Gaia DR3 765290780473458560,DC,,,,,
Gaia DR3 766896269314009344,DC,,,,,
Gaia DR3 767803503845584128,DC:,6913.0,7.838,0.101,0.482,0.081
Gaia DR3 769793104496098816,DC:,7113.0,7.993,0.093,0.57,0.081
Gaia DR3 770552630807852032,DC,,,,,
Gaia DR3 771252328224314368,DC:,7099.0,8.13,0.096,0.655,0.088
Gaia DR3 780106832801733120,DC,7586.0,7.885,0.112,0.509,0.093
Gaia DR3 780680571713940864,DC:,6145.0,7.669,0.04,0.394,0.028
Gaia DR3 780882778773669376,DC,9386.0,7.747,0.137,0.442,0.102
Gaia DR3 781088387447751808,DC,8707.0,8.08,0.084,0.626,0.075
Gaia DR3 782073481146730368,DC:,9072.0,7.81,0.11,0.473,0.085
Gaia DR3 78413183563424000,DC,9936.0,7.996,0.105,0.578,0.09
Gaia DR3 784343766499788544,DC:,,,,,
Gaia DR3 786245066918092416,DC,,,,,
Gaia DR3 787683052032971904,DC:,,,,,
Gaia DR3 787736481426517888,DC,9904.0,7.85,0.126,0.496,0.101
Gaia DR3 788376328474064000,DC,,,,,
Gaia DR3 788731195852132224,DC:,8799.0,7.365,0.104,0.285,0.052
Gaia DR3 790463545141273984,DC:,5891.0,7.769,0.156,0.442,0.123
Gaia DR3 791409262579496960,DC:,8186.0,7.962,0.095,0.554,0.081
Gaia DR3 79222359697590656,DC:,9889.0,7.741,0.195,0.441,0.149
Gaia DR3 793758682706359040,DC,,,,,
Gaia DR3 797563916355544192,DC,11251.0,8.084,0.112,0.634,0.099
Gaia DR3 797744854737709824,DC:,,,,,
Gaia DR3 798327149223328256,DC,,,,,
Gaia DR3 798832001157574656,DC,,,,,
Gaia DR3 799476005732929280,DC,,,,,
Gaia DR3 799598871859902336,DC:,9445.0,8.22,0.132,0.717,0.121
Gaia DR3 800004866528735104,DC,,,,,
Gaia DR3 800363277256887680,DC,,,,,
Gaia DR3 801513847454917504,DC:,5653.0,8.191,0.095,0.692,0.088
Gaia DR3 803494274058177536,DC,,,,,
Gaia DR3 805840696291899648,DC,,,,,
Gaia DR3 807201032693583360,DC,,,,,
Gaia DR3 810014442430828032,DC,,,,,
Gaia DR3 812486969203926272,DC,,,,,
Gaia DR3 813953752074975616,DC,,,,,
Gaia DR3 814705130833638400,DC:,,,,,
Gaia DR3 815109755408449536,DC:,7984.0,6.858,0.234,0.154,0.06
Gaia DR3 816460814679945600,DC,,,,,
Gaia DR3 822712667860466048,DC,,,,,
Gaia DR3 823474045302375296,DC,8825.0,8.24,0.065,0.729,0.059
Gaia DR3 825226391959515648,DC:,8256.0,7.662,0.143,0.398,0.101
Gaia DR3 826931287817249024,DC,,,,,
Gaia DR3 830628571762387456,DC,,,,,
Gaia DR3 832512030883235200,DC,,,,,
Gaia DR3 833219360456841984,DC,,,,,
Gaia DR3 834562070313141888,DC,,,,,
Gaia DR3 835922681596199808,DC,,,,,
Gaia DR3 837098201257982080,DC,11113.0,8.277,0.085,0.757,0.077
Gaia DR3 837143414377236352,DC,,,,,
Gaia DR3 839636075957004032,DC,,,,,
Gaia DR3 842369530582974080,DC,8503.0,7.983,0.082,0.567,0.07
Gaia DR3 842703094922927232,DC:,9503.0,8.142,0.117,0.667,0.106
Gaia DR3 843085072134383360,DC,8515.0,8.171,0.119,0.684,0.109
Gaia DR3 843910874086481280,DC:,6477.0,7.941,0.073,0.538,0.062
Gaia DR3 844242995317562752,DC,9545.0,8.061,0.094,0.616,0.083
Gaia DR3 847233804386021248,DC,9175.0,8.129,0.108,0.658,0.098
Gaia DR3 847567849760473088,DC:,7015.0,8.133,0.062,0.657,0.056
Gaia DR3 849725916208218752,DC:,9640.0,8.068,0.122,0.621,0.108
Gaia DR3 850268181598808704,DC:,10344.0,7.917,0.068,0.533,0.056
Gaia DR3 850495986664337792,DC:,7615.0,8.109,0.074,0.643,0.067
Gaia DR3 854139463257305216,DC,8650.0,8.133,0.08,0.66,0.072
Gaia DR3 854306692103989248,DC:,10759.0,8.121,0.122,0.656,0.109
Gaia DR3 854769204245620480,DC:,9089.0,8.247,0.12,0.734,0.11
