age,Dage
,
,
4.071,
3.044,
,
,
,
,
,
,
0.3499,
,
4.199,
,
,
,
,
,
0.6687,
,
3.315,
,
1.403,
,
0.7112,
1.5,
,
1.968,
0.871,
2.7,
1.243,
1.687,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
4.896,
,
,
1.391,
,
,
,
3.205,
,
,
,
5.276,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
0.02366,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
0.1919,
,
,
,
1.732,
5.101,
2.935,
,
2.38,
,
,
1.84,0.03
,
,
,
,
,
,
0.08529,
,
7.8,
,
3.015,
,
,
,
6.129,
3.646,
0.472,
0.8224,
5.703,
4.169,
0.392,
0.1514,
,
,
,
1.75,
2.31,
,
3.158,
,
2.621,
,
3.333,
,
,
0.9137,
0.9364,
2.743,
,
,
0.03652,
,
2.524,
,
,
,
4.023,
,
0.5884,
0.7459,
,
,
,
,
,
,
6.542,
,
,
,
,
5.262,
1.624,
0.6296,
3.934,
1.83,0.05
,
,
,
,
,
4.59,
,
,
,
1.852,
1.907,
3.458,
0.655,
1.155,
,
,
,
,
,
,
,
,
4.153,
4.271,
2.119,
1.419,
4.272,
,
2.04,
,
,
,
1.98,
0.7999,
,
,
,
,
2.364,
,
,
,
,
,
,
,
1.72,0.08
,
,
,
,
5.533,
,
1.053,
,
7.88,
2.016,
,
,
1.488,
,
2.394,
1.245,
,
3.349,
,
3.348,
,
,
,
,
,
,
,
,
,
,
0.1616,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
4.529,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
1.588,
,
,
,
,
,
,
,
2.308,
,
,
3.323,
,
,
,
,
,
4.231,
,
,
,
,
1.188,
,
0.04726,
,
,
,
0.2185,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
1.801,
,
,
0.1097,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
3.957,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
2.806,
,
,
,
,
,
,
,
,
,
2.058,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
0.1995,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
0.3064,
,
,
,
,
,
,
,
,
,
,
,
1.291,
,
0.8227,
,
0.4392,
0.04518,
,
,
1.23,0.04
,
,
4.423,
1.261,
,
2.302,
,
5.709,
,
,
,
3.477,
,
2.134,
,
3.881,
3.3,
,
8.03,
4.578,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
4.649,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
1.175,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
2.393,
,
,
6.957,
,
,
,
,
,
7.72,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
8.378,
,
,
,
2.101,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
0.2104,
,
,
0.1521,
,
,
,
,
,
,
,
,
,
,
,
,
,
4.201,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
6.516,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
3.023,
,
,
,
,
,
,
0.2723,
,
4.432,
,
,
,
5.138,
,
2.934,
,
,
,
,
,
,
,
4.721,
,
,
,
,
,
,
,
,
,
2.2,0.03
,
,
,
,
,
,
1.216,
1.851,
4.751,
,
2.474,
2.203,
,
,
,
,
,
,
,
,
,
,
,
,
4.183,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
0.1159,
,
,
,
,
,
,
,
,
,
,
,
3.941,
,
1.163,
2.378,
1.157,
2.547,
,
0.32,
0.1446,
,
,
,
,
,
1.167,
,
0.79,
4.33,
,
,
0.5634,
,
,
2.673,
1.463,
2.651,
,
,
2.387,
,
0.9067,
,
,
3.211,
1.099,
,
1.299,
3.181,
,
1.95,
,
,
3.046,
,
,
,
,
,
,
,
,
4.757,
,
,
,
,
,
,
,
,
,
,
,
1.79,
3.111,
4.934,
,
0.6653,
4.333,
3.478,
,
,
,
3.677,
1.421,
,
4.186,
2.498,
,
1.086,
0.8943,
1.426,
4.99,
,
0.1815,
,
0.9057,
,
,
3.054,
1.922,
0.04847,
1.75,0.11
5.72,
,
,
0.3888,
,
,
1.224,
,
,
3.314,
,
,
0.5035,
,
5.854,
,
1.84,
2.95,
2.38,
1.67,
1.315,
3.05,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
2.18,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
4.43,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
5.937,
3.485,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
0.2174,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
2.88,
,
,
,
0.9,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
2.29,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
4.988,
,
,
,
,
,
,
,
,
,
,
,
,
0.69,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
0.363,
,
,
,
,
,
,
,
3.665,
,
,
,
,
0.78,
,
,
,
,
,
,
,
,
,
2.58,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
5.207,
,
,
,
,
,
2.82,
,
,
,
2.21,
,
,
,
,
,
0.7846,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
3.772,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
3.529,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
2.32,
,
,
,
,
,
,
,
,
,
,
,
,
,
1.833,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
5.822,
,
2.11,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
2.598,
,
,
2.825,
,
,
,
,
,
,
,
,
,
3.726,
,
,
,
,
4.955,
,
,
,
,
,
,
,
,
,
2.161,
,
,
,
,
,
,
,
,
2.573,
,
6.706,
,
0.1867,
,
3.463,
,
,
,
,
,
1.85,
1.249,
,
,
,
0.9322,
1.688,
1.145,
1.657,
,
,
,
,
0.3409,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
5.71,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
6.378,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
1.673,
,
,
,
,
,
5.001,
,
2.777,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
3.333,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
1.78,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
3.316,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
2.152,
,
,
,
1.926,
,
,
,
4.041,
,
,
1.88,
2.56,
7.403,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
0.7461,
,
,
,
,
1.44,0.05
,
3.368,
0.966,
,
,
,
,
,
,
,
3.9,
,
,
,
,
,
,
4.49,
3.28,
,
,
1.743,
,
1.332,
,
,
1.611,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
2.872,
,
,
,
,
,
,
2.845,
3.408,
,
,
3.311,
,
6.664,
,
,
2.217,
0.7495,
,
,
,
,
,
,
,
,
,
,
,
,
0.0856,
,
0.3586,
,
,
,
2.177,
0.2381,
,
,
,
,
3.63,
,
3.439,
,
,
0.1069,
,
,
8.387,
,
,
0.2759,
1.828,
,
1.466,
1.269,
1.146,
0.6873,
0.701,
1.53,0.07
,
,
,
,
,
,
,
0.7829,
,
,
,
,
,
,
,
,
,
,
1.507,
,
,
,
,
,
,
,
,
,
,
4.264,
,
,
,
2.118,
,
,
5.13,
0.2777,
2.288,
,
0.3384,
,
,
5.254,
,
1.962,
2.6,
,
,
1.32,
,
,
,
1.108,
,
4.634,
0.3109,
,
,
0.1334,
4.272,
,
0.8477,
0.7303,
6.99,
,
3.185,
,
,
,
0.09041,
,
,
2.928,
1.428,
,
,
,
1.685,
3.754,
,
2.654,
6.56,
,
,
1.518,
3.212,
,
1.61,
2.504,
,
3.171,
,
3.542,
0.4609,
3.453,
,
,
2.352,
1.13,
,
3.431,
,
,
,
,
,
,
1.707,
,
1.635,
3.98,
0.68,
5.604,
,
0.5274,
1.674,
,
1.628,
0.3979,
,
3.359,
0.6957,
5.171,
5.627,
,
0.1526,
1.273,
,
3.315,
3.312,
,
6.868,
3.18,
,
,
,
,
1.415,
,
,
2.43,
,
5.605,
,
2.018,
,
,
,
0.6374,
2.759,
,
5.45,
,
,
,
,
,
0.9591,
,
,
3.398,
1.011,
,
,
,
,
,
,
1.449,
,
,
3.64,
,
,
,
,
,
,
2.714,
,
,
1.097,
5.86,
,
1.05,0.04
,
,
,
1.101,
,
,
1.34,
,
,
3.623,
,
3.19,
,
,
,
2.662,
2.919,
1.345,
,
,
,
3.135,
2.697,
,
,
,
1.663,
1.212,
,
2.26,
4.659,
2.884,
,
,
,
4.328,
3.504,
,
,
,
2.137,
1.18,
3.887,
,
,
,
,
2.534,
,
,
3.685,
,
,
6.122,
,
1.695,
,
,
1.498,
,
1.33,
1.907,
0.4754,
,
4.006,
3.188,
,
1.455,
,
,
,
,
,
,
,
,
,
4.214,
,
,
1.22,
,
,
2.97,
,
,
,
0.9543,
,
4.659,
,
,
,
,
,
,
5.157,
3.222,
,
,
,
,
,
,
5.987,
,
,
0.5466,
0.4444,
,
,
,
,
,
3.641,
,
1.66,
2.791,
0.61,
,
,
,
2.44,
,
,
,
,
,
3.871,
2.43,
4.11,
,
,
,
3.787,
,
,
,
,
3.386,
3.567,
,
,
2.005,
0.04432,
1.36,
1.737,
,
,
,
,
,
,
4.475,
,
4.024,
,
,
,
2.408,
2.387,
,
6.564,
2.574,
,
,
,
,
0.8048,
0.9562,
1.169,
,
,
,
4.639,
,
,
,
3.848,
,
0.84,0.04
1.074,
,
,
,
1.34,
,
,
2.74,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
3.33,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
2.844,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
0.5876,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
5.005,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
0.4661,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
0.8156,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
0.7114,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
0.58,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
2.98,
,
,
,
3.58,
3.27,
,
,
,
,
,
,
,
,
,
,
,
5.631,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
6.042,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
0.5471,
0.0008994,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
4.772,
,
,
,
5.563,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
2.585,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
2.84,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
1.449,
,
,
,
,
,
,
,
,
,
,
4.412,
,
,
,
3.266,
,
,
2.306,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
0.002282,
,
0.5008,
4.364,
,
,
,
,
,
,
1.03,
,
3.148,
,
5.511,
1.05,0.04
0.9209,
,
,
,
1.039,
,
1.847,
5.193,
,
1.14,
1.888,
2.401,
,
0.8521,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
0.4645,
,
,
,
,
0.7276,
,
,
0.1491,
,
,
,
,
4.563,
2.393,
5.868,
4.618,
4.119,
4.621,
,
,
,
,
,
,
,
2.35,
2.981,
5.627,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
2.388,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
2.78,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
5.742,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
2.283,
,
4.94,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
2.17,
,
,
,
,
,
,
,
,
,
,
,
2.784,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
0.4428,
,
,
,
,
,
,
,
1.12,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
0.09231,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
1.643,
,
4.16,
3.878,
2.671,
,
,
2.913,
,
,
,
0.2517,
,
,
,
0.2294,
5.035,
,
2.219,
,
3.172,
,
,
,
,
,
,
7.75,
,
,
,
,
,
,
,
1.758,
,
,
,
,
,
0.94,0.02
,
,
1.352,
,
,
,
,
,
,
,
3.375,
3.45,
2.571,
,
,
,
,
0.5263,
,
2.515,
,
0.5177,
,
1.298,
1.62,0.12
1.087,
0.5271,
,
0.925,
2.858,
0.85,0.04
,
,
6.011,
6.862,
,
,
3.245,
,
,
3.852,
2.644,
0.33,0.03
,
1.842,
4.758,
,
,
,
,
,
,
2.524,
,
,
,
2.17,
,
0.5813,
,
,
,
,
,
,
,
1.736,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
5.696,
,
,
,
,
,
,
,
1.151,
,
,
2.33,
3.281,
1.359,
0.78,
3.343,
2.629,
0.6731,
3.475,
0.09655,
,
,
,
,
,
,
,
,
,
,
,
,
,
0.3357,
6.293,
,
,
0.7743,
,
,
,
,
2.598,
0.9986,
0.61,0.02
1.934,
3.071,
1.989,
0.8773,
,
2.117,
,
0.1758,
,
,
,
0.2365,
,
0.85,
,
,
,
,
5.407,
,
1.993,
,
,
4.575,
3.038,
2.435,
4.266,
2.03,
0.1457,
4.569,
,
3.42,
0.4773,
,
3.341,
0.2476,
,
1.778,
,
3.147,
,
1.54,
8.07,
2.891,
3.471,
,
,
,
,
0.98,0.04
0.7983,
3.495,
,
,
,
,
0.698,
,
,
,
,
,
,
,
,
1.823,
,
,
,
,
,
,
,
,
0.1298,
,
,
,
6.082,
,
,
,
,
,
,
,
,
,
,
,
2.6,
,
,
,
,
6.138,
,
,
,
,
,
0.6878,
,
,
0.9076,
,
4.937,
,
,
,
,
2.643,
,
4.565,
,
,
,
,
,
0.82,0.03
,
,
,
,
,
,
,
,
,
,
,
3.83,
,
,
,
,
2.54,
,
,
,
3.191,
,
,
,
4.574,
3.228,
3.703,
6.709,
3.673,
1.518,
6.244,
,
,
5.354,
3.488,
,
0.95,0.03
5.285,
,
,
3.026,
2.168,
,
,
2.089,
3.486,
5.06,
,
,
5.197,
,
,
,
1.316,
,
3.78,
6.364,
,
,
,
,
,
3.565,
3.636,
2.87,
,
6.682,
,
1.77,0.05
4.304,
5.928,
,
0.7875,
,
6.985,
,
,
,
,
1.283,
,
,
,
0.206,
,
,
4.21,
2.958,
,
,
,
2.11,
,
,
0.7732,
,
,
4.484,
2.537,
,
2.441,
2.205,
3.78,
4.528,
,
1.263,
,
0.3896,
,
,
,
,
3.228,
,
6.3,
1.001,
,
3.915,
,
8.65,
,
3.49,
,
,
,
,
,
,
0.502,
6.633,
3.432,
4.05,
0.1178,
1.003,
,
8.413,
0.79,
8.487,
0.69,
,
2.02,
6.08,
,
1.354,
0.5063,
,
0.2792,
3.993,
1.963,
,
,
2.766,
4.437,
3.501,
,
1.84,
1.856,
0.8829,
1.33,
0.2664,
4.597,
0.88,
,
4.337,
0.1437,
0.8454,
4.543,
7.39,
,
0.4065,
0.4807,
0.7505,
1.894,
,
1.434,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
0.9074,
,
,
,
,
,
2.65,
0.9558,
,
,
,
,
,
,
4.64,
,
3.259,
,
1.809,
,
0.8649,
,
,
0.1581,
1.399,
1.697,
3.292,
2.715,
2.882,
4.286,
4.73,
,
,
,
,
,
,
,
,
3.88,
,
,
,
,
3.286,
5.546,
,
,
,
,
1.667,
,
4.967,
,
2.639,
4.816,
0.5048,
0.2897,
,
2.255,
5.715,
3.391,
0.4341,
,
,
,
,
,
3.791,
1.77,
,
,
,
1.82,
,
3.738,
,
,
,
,
,
0.87,
7.02,
2.24,
,
7.691,
1.77,
2.67,
2.6,
2.583,
5.403,
5.78,
11.32,
,
,
2.842,
,
1.481,
1.92,
,
,
,
4.6,
,
,
1.16,
,
,
,
,
0.69,
,
4.45,
4.34,
2.04,
,
4.616,
,
,
,
,
3.11,
2.63,
,
,
,
,
,
,
,
,
,
,
2.64,
4.956,
,
3.0,
3.743,
,
4.88,
,
,
,
,
,
1.79,
3.69,
1.9,
,
,
,
,
5.011,
,
3.95,
,
,
,
,
,
,
,
7.625,
,
,
,
4.45,
5.085,
,
,
1.837,
0.5562,
4.75,
,
,
,
1.32,
,
,
,
,
2.208,
5.492,
,
,
,
2.189,
,
2.2,
3.761,
,
,
2.46,
2.38,
,
,
3.17,
4.84,
,
2.876,
,
0.4541,
0.6736,
,
,
6.05,
,
,
,
3.38,
3.41,
,
1.57,
,
7.966,
,
3.59,
,
4.692,
,
,
,
,
,
0.5639,
,
,
,
1.68,
5.364,
,
,
1.093,
,
1.29,
,
2.54,
2.129,
2.67,
6.27,
,
,
1.85,
,
,
,
,
3.757,
3.76,
3.93,
2.02,
,
,
,
,
1.73,
5.75,
4.277,
,
4.152,
,
4.025,
2.5,
,
,
4.8,
,
3.83,
2.184,
3.158,
0.74,
3.15,
3.527,
0.7929,
2.152,
3.54,
,
,
,
5.18,
,
,
3.53,
,
3.864,
,
,
0.4521,
4.103,
,
4.542,
0.6706,
1.642,
2.302,
,
2.206,
3.371,
,
4.48,
,
,
3.43,
2.615,
,
,
,
2.33,
3.858,
,
2.812,
6.393,
5.054,
2.05,
,
,
,
0.88,
1.955,
1.29,
,
,
,
3.496,
4.848,
3.277,
,
4.975,
,
1.7,
0.2257,
2.165,
0.99,
0.4273,
3.94,
3.367,
,
,
2.13,
,
,
,
,
,
,
,
,
0.75,
,
0.7485,
1.33,
,
,
,
,
,
0.4343,
3.67,
,
,
,
0.92,
,
3.79,
2.36,
,
0.4707,
0.2406,
,
2.304,
,
,
,
,
,
,
5.02,
2.038,
2.874,
,
,
,
,
0.87,0.06
,
,
,
1.08,
,
,
,
,
0.82,
5.294,
,
3.772,
6.721,
4.223,
2.445,
,
,
,
1.06,
,
1.57,
0.09474,
,
,
1.81,
,
,
1.64,
4.999,
1.78,
,
0.2,0.03
0.98,
,
,
4.265,
3.76,
,
,
,
8.19,
4.53,
3.37,
1.412,
,
2.767,
0.13,
1.32,
,
,
,
,
4.344,
,
2.84,
6.905,
,
,
,
2.61,
3.48,
,
3.44,
2.12,
1.78,
,
3.49,
4.827,
1.78,
,
,
2.14,
,
4.148,
,
2.59,
,
,
3.26,
,
,
3.12,
3.01,
,
,
4.218,
5.863,
,
3.9,
,
0.5095,
,
,
,
4.085,
,
,
,
,
1.29,
,
,
,
,
1.782,
,
,
3.364,
,
,
,
,
1.88,
,
5.053,
,
0.81,0.02
,
,
,
,
,
3.119,
,
3.884,
,
3.573,
0.73,
1.37,
2.608,
,
,
,
4.634,
2.487,
3.53,
,
0.09524,
1.557,
3.46,
,
,
0.9003,
,
2.65,
3.9,
,
,
,
,
3.044,
,
,
,
2.916,
0.1768,
,
,
,
,
,
1.52,0.04
,
,
,
,
4.001,
3.186,
,
2.248,
,
5.841,
,
0.95,
,
4.551,
1.411,
1.151,
,
0.4344,
1.656,
,
,
1.79,
4.279,
3.693,
,
,
1.885,
3.284,
3.73,
,
,
1.463,
,
0.5557,
2.866,
,
,
,
1.625,
,
,
4.65,
,
,
0.6286,
7.464,
,
7.81,
,
0.6322,
2.203,
2.008,
,
,
0.3885,
2.664,
2.84,
7.05,
2.984,
1.25,
,
1.155,
,
,
,
3.993,
2.415,
,
1.06,0.04
2.7,
0.47,0.01
3.353,
,
1.632,
,
5.093,
1.935,
1.026,
,
1.157,
,
0.8969,
,
0.569,
,
,
,
2.062,
0.8886,
,
1.53,
2.0,
,
,
,
,
5.87,
,
0.5176,
,
4.39,
,
1.793,
0.5862,
,
2.662,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
